id;title;description;availability;condition;price;link;image_link;brand
413;turquoise, natural;"<p>Natural turquoise. Ball.</p>\n<p>The turquoise is  natural, not treated in any way.</p>\n<p>Arizona, Sleeping Beauty.</p>\n<p>Weight: 56ct.</p>\n<p>Size: 20.5mm.</p>";"in stock";new;50;https://gemmesterra.com/Botiga/en/home/413--turquoise-natural.html;http://gemmesterra.com/Botiga/736/TURQUOISE;Gemmesterra
414;mexican amber;"<p>Natural amber.</p>\n<p>Weight: 17.90gr.</p>\n<p>Size: 57x39x15mm. aprox.</p>\n<p>Not treated. Mexico</p>";"in stock";new;70;https://gemmesterra.com/Botiga/en/home/414-mexican-amber.html;http://gemmesterra.com/Botiga/737/MEXICAN_AMBER.jpg;Gemmesterra
415;turquoise, natural;"<p>Natural turquoise. Ball.</p>\n<p>The turquoise is  natural, not treated in any way.</p>\n<p>Arizona, Sleeping Beauty.</p>\n<p>Weight: 90.85ct.</p>\n<p>Size: 23.5mm.</p>";"in stock";new;70;https://gemmesterra.com/Botiga/en/home/415--turquoise-natural.html;http://gemmesterra.com/Botiga/738/TURQUOISE;Gemmesterra
417;ruby;"<p>Ruby carving.</p>\n<p>Weight: 3.25ct.</p>\n<p>Size: 14x10x2.7mm.</p>\n<p>No treated. From Winza, Tanzania.</p>";"in stock";new;85;https://gemmesterra.com/Botiga/en/home/417-rubi.html;http://gemmesterra.com/Botiga/740/RUBY.jpg;Gemmesterra
418;spessartite ;"<p>Spessartite garnet cab.</p>\n<p>Weight: 6.12ct.</p>\n<p>Size: 12x9.5x5.2mm.</p>\n<p>Natural not treated. From Namibia.</p>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/418-spessartite-.html;http://gemmesterra.com/Botiga/741/Spessartite_.jpg;Gemmesterra
419;spessartite ;"<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">Spessartite Garnet</span></p>\n<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">Oval Cabochon</span></p>\n<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">WEIGHT6.12 Ct.</span></p>\n<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">SIZE12 X 9.5 X 5.2 mm</span></p>\n<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">COLOR Red</span></p>\n<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">ORIGIN Africa</span></p>\n<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">TREATMENT None</span></p>\n<p><span style=\"color:#333333;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;font-size:18px;font-style:normal;font-weight:bold;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#f8f8f8;float:none;\">HARDNESS 7-7.5<br /></span></p>";"in stock";new;85;https://gemmesterra.com/Botiga/en/home/419-spessartite-.html;http://gemmesterra.com/Botiga/742/Spessartite_.jpg;Gemmesterra
421;emerald;"<p>Emerald cab.</p>\n<p>Weight: 1.49ct.</p>\n<p>Size: 7,8x6,4x4mm.</p>\n<p>Natural not treated. From Zambia.</p>";"in stock";new;95;https://gemmesterra.com/Botiga/en/home/421-emerald.html;http://gemmesterra.com/Botiga/744/EMERALD.jpg;Gemmesterra
423;kianite;"<div class=\"tlid-input input\" style=\"width:640px;color:#777777;font-family:Roboto, arial, sans-serif;font-size:16px;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#ffffff;\">\n<div class=\"source-wrap\" style=\"background-color:#ffffff;vertical-align:top;padding-bottom:56px;\">\n<div class=\"input-full-height-wrapper tlid-input-full-height-wrapper\" style=\"height:350px;\">\n<div class=\"source-input\" style=\"background-color:#ffffff;padding:20px 0px 0px;\">\n<div class=\"source-footer-wrap source-or-target-footer\" style=\"height:44px;\">\n<div class=\"character-count tlid-character-count\" style=\"float:right;font-size:12px;margin-right:20px;margin-top:12px;\">\n<div class=\"cc-ctr normal\"><br class=\"Apple-interchange-newline\" />77/5000</div>\n</div>\n<div class=\"source-footer\">KYANITE<br />1.39 cts.<br />7.1 x 5 mm.<br /><br />WITHOUT TREATING<br /><br />BLUE NATURAL CABOCHON<br />OVAL<br />NEPAL</div>\n</div>\n</div>\n</div>\n</div>\n</div>";"in stock";new;20;https://gemmesterra.com/Botiga/en/home/423-kianite.html;http://gemmesterra.com/Botiga/746/KIANITE.jpg;Gemmesterra
424;sunstone;"<p>Star Sunstone.</p>\n<p>Weight: 1.36ct.</p>\n<p>Size: 6.44x5.85x4.78mm</p>\n<p>Natural. Not treated. From Congo.</p>";"in stock";new;43;https://gemmesterra.com/Botiga/en/home/424-piedra-sol-estrella.html;http://gemmesterra.com/Botiga/747/SUNSTONE.jpg;Gemmesterra
426;crisoprase;"<p>Quantity :    1 Pc<br />Size :    8.5 x 5.5 mm<br />Weight :    2.66 Cts<br />Color :    Green<br />Shape :    Cabochon<br />Origin :    Africa<br />Clarity :    Opaque<br />Treatment :    Unheated</p>";"in stock";new;18;https://gemmesterra.com/Botiga/en/home/426-crisoprase.html;http://gemmesterra.com/Botiga/749/CRISOPRASE.jpg;Gemmesterra
427;ruby;"<p>Carved ruby.</p>\n<p>Weight: 19.38ct.</p>\n<p>Size: 24.2x16,2x5,2mm.</p>\n<p>Natural not treated. From Winza.</p>";"in stock";new;80;https://gemmesterra.com/Botiga/en/home/427-rubi.html;http://gemmesterra.com/Botiga/750/RUBY.jpg;Gemmesterra
430;cuarzo ahumado;"<p>38 ct</p>";"in stock";new;280;https://gemmesterra.com/Botiga/en/home/430-cuarzo-ahumado.html;http://gemmesterra.com/Botiga/761/cuarzo_ahumado.jpg;Gemmesterra
431;sodalite;"<p><span style=\"color:#4c4c4c;font-family:Arial;font-size:18px;font-style:normal;font-weight:400;letter-spacing:normal;text-align:center;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#ffffff;float:none;\">Sodalite Heart Pendant Bead 40x40x8mm</span></p>\n<p><span style=\"color:#4c4c4c;font-family:Arial;font-size:18px;font-style:normal;font-weight:400;letter-spacing:normal;text-align:center;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#ffffff;float:none;\">brasil</span></p>";"in stock";new;21;https://gemmesterra.com/Botiga/en/home/431-sodalite.html;http://gemmesterra.com/Botiga/765/SODALITE.jpg;Gemmesterra
432;unakite;"<p><span style=\"color:#4c4c4c;font-family:Arial;font-size:18px;font-style:normal;font-weight:400;letter-spacing:normal;text-align:center;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#ffffff;float:none;\">Unakite Gem Trapezoid CAB CABOCHON 41x36x5mm</span></p>\n<p><span style=\"color:#4c4c4c;font-family:Arial;font-size:18px;font-style:normal;font-weight:400;letter-spacing:normal;text-align:center;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#ffffff;float:none;\">africa</span></p>";"in stock";new;25;https://gemmesterra.com/Botiga/en/home/432-unakite.html;http://gemmesterra.com/Botiga/766/UNAKITE.jpg;Gemmesterra
433;hackmanite;"<p>Gem Type           -  Natural  Hackmanite<br />Product ID           -  T4300<br />Quantity              -  1 pc<br />Weight               -  1.52 ct <br />Measurement      - 8.5 x 8 x 4.5 mm  <br />Treatment            -  none</p>";"in stock";new;33;https://gemmesterra.com/Botiga/en/home/433-hackmanite.html;http://gemmesterra.com/Botiga/767/HACKMANITE.jpg;Gemmesterra
434;sapphire;"<div id=\"ds_div\" style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Gem Type      - Natural Sapphire</span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Product ID     - T7331</span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Quantity        - 1 pc</span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Weight         - 6.27 </span><span style=\"font-size:large;\">ct </span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Measurement- 11.1 x 8.8 x 5.8</span><span style=\"font-size:large;\"> mm </span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Treatment     - none</span></div>";"in stock";new;210;https://gemmesterra.com/Botiga/en/home/434-sapphire.html;http://gemmesterra.com/Botiga/768/SAPPHIRE.jpg;Gemmesterra
435;sapphire;"<div id=\"ds_div\" style=\"text-align:left;\"><span style=\"font-size:large;\"><br class=\"Apple-interchange-newline\" />Gem Type      - Natural Sappire</span></div>\n<div style=\"text-align:left;\"><span style=\"font-size:large;\">Quantity        - 1 pc</span></div>\n<div style=\"text-align:left;\"><span style=\"font-size:large;\">Weight         - 5.05 </span><span style=\"font-size:large;\">ct </span></div>\n<div style=\"text-align:left;\"><span style=\"font-size:large;\">Measurement- 15.6 x 15.3 x 5.7</span><span style=\"font-size:large;\"> mm </span></div>\n<div style=\"text-align:left;\"><span style=\"font-size:large;\">Treatment     - none</span></div>\n<p><span style=\"font-size:large;\">BIRMANIA</span></p>";"in stock";new;150;https://gemmesterra.com/Botiga/en/home/435-sapphire.html;http://gemmesterra.com/Botiga/769/SAPPHIRE.jpg;Gemmesterra
436;jade jadeite;"<p>Jadeite cab.</p>\n<p>Weight: 3.65ct.</p>\n<p>Size: 10.9x8.8x4.4mm.</p>\n<p>Natural jade jadeite. Not treated.</p>";"in stock";new;73;https://gemmesterra.com/Botiga/en/home/436-jade-jadeita.html;http://gemmesterra.com/Botiga/770/JADE_JADEITE.jpg;Gemmesterra
437;myamar amber;"<div id=\"ds_div\" style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Gem Type     - Natural Amber ( Burmite )</span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Weight        - 1.31 ct</span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Size             - 11.3 x 10 x 4.1 mm </span></div>\n<div style=\"color:#000000;font-family:Arial;font-size:medium;font-style:normal;font-weight:400;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#a2b4be;text-align:left;\"><span style=\"font-size:large;\">Treatment     - none</span></div>";"in stock";new;27;https://gemmesterra.com/Botiga/en/home/437-mexican-amber.html;http://gemmesterra.com/Botiga/771/MYAMAR_AMBER.jpg;Gemmesterra
438;eudialite ring;"<p>Silver ring with eudalite.</p>\n<p>Weight: 20.60ct.</p>\n<p>Size: 11x7x5mm.</p>\n<p>Eudalite from Russia.</p>\n<p> </p>";"in stock";new;88;https://gemmesterra.com/Botiga/en/home/438-anillo-eudialita.html;http://gemmesterra.com/Botiga/772/EUDIALITE_RING.jpg;Gemmesterra
439;andesine;"<p>Faceted andesine.</p>\n<p>Weight: 3,18ct.</p>\n<p>Size: 9.5_9,4x6,3mm.</p>\n<p>Natural not treated. From Africa.</p>";"in stock";new;150;https://gemmesterra.com/Botiga/en/home/439-andesine.html;http://gemmesterra.com/Botiga/774/ANDESINE.jpg;Gemmesterra
440;opalo mexico;"<p style=\"margin:0px;padding:0px;border:0px;font-size:13px;border-collapse:collapse;border-spacing:0px;font-weight:400;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;color:#333333;font-style:normal;letter-spacing:normal;text-align:left;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#ffffff;\">FIRE OPAL</p>\n<p style=\"margin:0px;padding:0px;border:0px;font-size:13px;border-collapse:collapse;border-spacing:0px;font-weight:400;font-family:'Helvetica neue', Helvetica, Verdana, sans-serif;color:#333333;font-style:normal;letter-spacing:normal;text-align:left;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:#ffffff;\">Width:    5.25, 5.10 mm    Natural/Lab-Created:    Natural<br />Total Carat Weight (TCW):    1.56 ct    Color:    <br />Orange<br />Country of Origin:    Mexico<br />Treatment:    None (No Enhancement)        <br />Mexico   </p>";"in stock";new;46;https://gemmesterra.com/Botiga/en/home/440-opalo-mexico.html;http://gemmesterra.com/Botiga/775/OPALO_MEXICO.jpg;Gemmesterra
446;variscite;"<p>Variscite</p>\n<p>Weight: 18.70ct</p>\n<p>Size: 29x14.5x5mm</p>\n<p>Natural untreated.</p>\n<p>Freeform cab. Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;50;https://gemmesterra.com/Botiga/en/home/446-variscite.html;http://gemmesterra.com/Botiga/788/VARISCITE.jpg;Gemmesterra
447;variscite;"<p>Variscite</p>\n<p>Weight: 6.50ct</p>\n<p>Size: 22.5x8x6mm</p>\n<p>Natural untreated.</p>\n<p>Navette cab. Locality: Zamora (Spain)</p>\n<p> </p>";"in stock";new;32;https://gemmesterra.com/Botiga/en/home/447-variscite.html;http://gemmesterra.com/Botiga/789/VARISCITE.jpg;Gemmesterra
448;variscite;"<p>Variscite</p>\n<p>Weight: 10.15ct</p>\n<p>Size: 26x16.5x4mm</p>\n<p>Natural untreated.</p>\n<p>Tear cab. Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;36;https://gemmesterra.com/Botiga/en/home/448-variscite.html;http://gemmesterra.com/Botiga/783/VARISCITE.jpg;Gemmesterra
449;variscite;"<p>Variscite</p>\n<p>Weight: 10.00ct</p>\n<p>Size: 20x10x7mm</p>\n<p>Natural untreated.</p>\n<p>freeform cab. Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;36;https://gemmesterra.com/Botiga/en/home/449-variscite.html;http://gemmesterra.com/Botiga/791/VARISCITE.jpg;Gemmesterra
450;variscite;"<p>Variscite</p>\n<p>Weight: 15.35ct</p>\n<p>Size: 25x13.5x9mm</p>\n<p>Natural untreated.</p>\n<p>Tear cab. Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;54;https://gemmesterra.com/Botiga/en/home/450-variscite.html;http://gemmesterra.com/Botiga/792/VARISCITE.jpg;Gemmesterra
451;variscite;"<p>Variscite</p>\n<p>Weight: 15.00ct</p>\n<p>Size: 18x15x9mm</p>\n<p>Natural untreated.</p>\n<p>Freeform cab. Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;54;https://gemmesterra.com/Botiga/en/home/451-variscite.html;http://gemmesterra.com/Botiga/799/VARISCITE.jpg;Gemmesterra
455;variscite;"<p>Variscite</p>\n<p>Weight: 62.10ct</p>\n<p>Size: 44x23x8mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Zamora (Spain)</p>\n<p> </p>";"in stock";new;55;https://gemmesterra.com/Botiga/en/home/455-variscite.html;http://gemmesterra.com/Botiga/803/VARISCITE.jpg;Gemmesterra
456;variscite;"<p>Variscite</p>\n<p>Weight: 51.20ct</p>\n<p>Size: 34x21x15mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Zamora (Spain)</p>\n<p> </p>";"in stock";new;55;https://gemmesterra.com/Botiga/en/home/456-variscite.html;http://gemmesterra.com/Botiga/804/VARISCITE.jpg;Gemmesterra
457;variscite;"<p>Variscite</p>\n<p>Weight: 55.00ct</p>\n<p>Size: 32x19.5x17mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Zamora (Spain)</p>\n<p> </p>";"in stock";new;55;https://gemmesterra.com/Botiga/en/home/457-variscite.html;http://gemmesterra.com/Botiga/805/VARISCITE.jpg;Gemmesterra
460;variscite;"<p>Variscite</p>\n<p>Weight: 47.10ct</p>\n<p>Size: 31.5x30.5x13mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;50;https://gemmesterra.com/Botiga/en/home/460-variscite.html;http://gemmesterra.com/Botiga/810/VARISCITE.jpg;Gemmesterra
462;variscite;"<p>Variscite</p>\n<p>Weight: 9.60ct</p>\n<p>Size: 18.5x14.2x6mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;46;https://gemmesterra.com/Botiga/en/home/462-variscite.html;http://gemmesterra.com/Botiga/812/VARISCITE.jpg;Gemmesterra
464;variscite;"<p>Variscite</p>\n<p>Weight: 94.35ct</p>\n<p>Size: 39x29.5x19.5mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;50;https://gemmesterra.com/Botiga/en/home/464-variscite.html;http://gemmesterra.com/Botiga/814/VARISCITE.jpg;Gemmesterra
465;variscite;"<p>Variscite</p>\n<p>Weight: 159.55ct</p>\n<p>Size: 49x29x18.5mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/465-variscite.html;http://gemmesterra.com/Botiga/815/VARISCITE.jpg;Gemmesterra
467;variscite;"<p>Variscite</p>\n<p>Weight: 117.65ct</p>\n<p>Size: 42x32x12mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/467-variscite.html;http://gemmesterra.com/Botiga/817/VARISCITE.jpg;Gemmesterra
469;variscite;"<p>Variscite</p>\n<p>Weight: 90ct</p>\n<p>Size: 43x34.5x12mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/469-variscite.html;http://gemmesterra.com/Botiga/820/VARISCITE.jpg;Gemmesterra
470;variscite;"<p>Variscite</p>\n<p>Weight: 57.85ct</p>\n<p>Size: 34x31x9mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;52;https://gemmesterra.com/Botiga/en/home/470-variscite.html;http://gemmesterra.com/Botiga/822/VARISCITE.jpg;Gemmesterra
471;variscite;"<p>Variscite</p>\n<p>Weight: 32.50ct</p>\n<p>Size: 54x21x5mm</p>\n<p>Natural untreated.</p>\n<p>Locality: Montcada (Bcn)</p>\n<p> </p>";"in stock";new;33;https://gemmesterra.com/Botiga/en/home/471-variscite.html;http://gemmesterra.com/Botiga/823/VARISCITE.jpg;Gemmesterra
474;iolite;"<p>Iolite</p>\n<p>TYPE OF GEM Iolite</p>\n<p>SHAPEFancy Shape Cabochon</p>\n<p>WEIGHT 9.80 Ct.</p>\n<p>SIZE 17 X 11.6 X 8.4 mm</p>\n<p>QUANTITY 1 piece</p>\n<p>COLORTOP violet</p>\n<p>CLARITYTRANSPARENT</p>\n<p>LUSTERAtractivo</p>\n<p>Originafrica</p>\n<p>TREATMENT NONE</p>\n<p>HARDNESS7-7.5</p>\n<p> </p>";"in stock";new;46;https://gemmesterra.com/Botiga/en/home/474-iolita.html;http://gemmesterra.com/Botiga/829/IOLITE.jpg;Gemmesterra
477;iolite;"<p>GEM TYPE<br />Iolite<br />SHAPE<br />Oval Cabochon<br />WEIGHT4.07 Ct.<br />SIZE11.5 X 9.1 X 6 mm<br />QUANTITY1 Piece<br />COLORTop Violet<br />CLARITYI1-I2<br />LUSTER Attractive<br />ORIGIN Africa<br />TREATMENTNone<br />HARDNESS7-7.5</p>";"in stock";new;46;https://gemmesterra.com/Botiga/en/home/477-iolita.html;http://gemmesterra.com/Botiga/830/IOLITE.jpg;Gemmesterra
478;tsavorite garnet;"<p>GEM TYPE Tsavorite Garnet<br />SHAPE Oval<br />WEIGHT 0.82 Ct.<br />SIZE6.5 X 4.6 X 3.1 mm<br />QUANTITY 1 Piece<br />COLOR Top Green<br />ORIGINTanzania<br />TREATMENT None<br />HARDNESS 7-7.5</p>\n<p> </p>";"in stock";new;100;https://gemmesterra.com/Botiga/en/home/478-tsavorite-garnet.html;http://gemmesterra.com/Botiga/831/TSAVORITE_GARNET.jpg;Gemmesterra
479;sapphire;"<p>GEM TYPE Unheated Sapphire<br />SHAPE Pear Shape<br />WEIGHT 0.97 Ct.<br />SIZE 6.5 X 5.1 X 3.5 mm<br />QUANTITY 1 <br />ORIGIN Tanzania<br />TREATMENT UnHeated<br />HARDNESS 9</p>";"in stock";new;250;https://gemmesterra.com/Botiga/en/home/479-sapphire.html;http://gemmesterra.com/Botiga/832/SAPPHIRE.jpg;Gemmesterra
481;rhodolite;"<p>GEM TYPE<br />Rhodolite Garnet<br />SHAPE<br />Oval<br />WEIGHT<br />5.10 Ct.<br />SIZE<br />10.7 X 9.2 X 5.9 mm<br />QUANTITY<br />1 Piece<br />COLOR<br />Cherry Red<br />CLARITY<br />TRANSPARENT<br />LUSTER<br />Superior<br />ORIGIN<br />Africa<br />TREATMENT<br />None<br />HARDNESS<br />7-7.5</p>";"in stock";new;55;https://gemmesterra.com/Botiga/en/home/481-rhodolite.html;http://gemmesterra.com/Botiga/834/RHODOLITE.jpg;Gemmesterra
482;tourmaline;"<p>GEM TYPE<br />Tourmaline<br />SHAPE<br />Emerald Cut<br />WEIGHT<br />2.37 Ct.<br />SIZE<br />12.4 X 4.7 X 3.9 mm<br />QUANTITY<br />1 Piece<br />COLOR<br />Orange Pink<br />CLARITY<br />SI<br />LUSTER<br />Superior<br />ORIGIN<br />Mozambique<br />TREATMENT<br />None<br />HARDNESS<br />7-7.5</p>";"in stock";new;25;https://gemmesterra.com/Botiga/en/home/482-tourmaline.html;http://gemmesterra.com/Botiga/835/TOURMALINE.jpg;Gemmesterra
483;rutilated quartz;"<dl style=\"width:753px;margin:60px 0px;line-height:25.2px;color:#fce99a;font-family:'Times New Roman';font-size:18px;font-style:normal;font-weight:400;letter-spacing:normal;text-align:center;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;\"><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">GEM TYPE</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">Quartz</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">SHAPE</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">Oval Cabochon</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">WEIGHT</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">18.36 Ct.</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">SIZE</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">18.5 X 13 X 9.5 mm</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">QUANTITY</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">1 Piece</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">COLOR</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">Golden Brown</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">CLARITY</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">I1-I2</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">LUSTER</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">Attractive</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">ORIGIN</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">Brazil</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">TREATMENT</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">None</span></dd><dt style=\"float:left;width:368.969px;text-align:right;\"><span style=\"color:#0a0101;\">HARDNESS</span></dt><dd style=\"float:left;width:338.844px;margin:0px 22px;text-align:left;\"><span style=\"color:#0a0101;\">7</span></dd></dl>\n<p> </p>";"in stock";new;32;https://gemmesterra.com/Botiga/en/home/483-included-quartz.html;http://gemmesterra.com/Botiga/836/RUTILATED_QUARTZ.jpg;Gemmesterra
485;etiopian opal;"<p>Etiopian opal.</p>\n<p>Freeform cab.</p>\n<p>No treated.</p>\n<p>Size: 20X14X8.5mm. Weight: 9.70ct.</p>";"in stock";new;30;https://gemmesterra.com/Botiga/en/home/485-etiopian-opal.html;http://gemmesterra.com/Botiga/837/ETIOPIAN_OPAL.jpg;Gemmesterra
486;iolite;"<p>Iolite.</p>\n<p>Iolita.</p>\n<p>Peso: 2,72</p>\n<p>Medidas: 10,8 x 8,7 x 5,3</p>\n<p>Natural sin tratar. Africa.</p>";"in stock";new;39;https://gemmesterra.com/Botiga/en/home/486-iolita.html;http://gemmesterra.com/Botiga/857/IOLITE.jpg;Gemmesterra
